buss_id,loc_id,r1_number,r1_number_parent,parent_loc_name,zip_name,zipcode,city,state,country,phone_no,lat,lng,page_content
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING GA GA",31901,COLUMBUS," GA",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING GA GA",31904,COLUMBUS," GA",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING GA GA",31906,COLUMBUS," GA",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36801,OPELIKA," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36802,OPELIKA," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36803,OPELIKA," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36804,OPELIKA," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36830,AUBURN," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36831,AUBURN," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36832,AUBURN," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36849,"AUBURN UNIVERSITY"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36852,CUSSETA," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36854,VALLEY," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36863,LANETT," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36867,"PHENIX CITY"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36868,"PHENIX CITY"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36869,"PHENIX CITY"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36870,"PHENIX CITY"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36872,VALLEY," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36874,SALEM," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36875,SEALE," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36877,"SMITHS STATION"," AL",,,,,
50,19815,1213,1213,"Restoration 1 of East Alabama","RESTORATION 1 SERVING AL AL",36879,WAVERLY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36008,BOOTH," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36020,COOSADA," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36022,DEATSVILLE," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36025,ELMORE," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36054,MILLBROOK," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36057,"MOUNT MEIGS"," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36066,PRATTVILLE," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36067,PRATTVILLE," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36068,PRATTVILLE," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36093,WETUMPKA," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36101,MONTGOMERY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36102,MONTGOMERY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36103,MONTGOMERY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36104,MONTGOMERY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36105,MONTGOMERY," AL",,,,,
50,22553,1278,1278,"Restoration 1 of Montgomery","RESTORATION 1 SERVING AL AL",36106,MONTGOMERY," AL",,,,,
