buss_id,loc_id,r1_number,r1_number_parent,parent_loc_name,zip_name,zipcode,city,state,country,phone_no,lat,lng,page_content
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75075,PLANO," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75080,RICHARDSON," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75083,RICHARDSON," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75205,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75206,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75214,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75225,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75230,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75231,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75240,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75243,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75248,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75251,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75252,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75254,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75359,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75360,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75367,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75372,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75374,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75379,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75380,DALLAS," TX",,,,,
52,22719,1022,1003,"The Driveway Company of North Dallas","Driveway Company SERVING TX TX",75382,DALLAS," TX",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73003,EDMOND," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73007,ARCADIA," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73008,BETHANY," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73012,EDMOND," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73013,EDMOND," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73020,CHOCTAW," OK",,,,,
52,22730,1032,1017,"The Driveway Company of OKC","Driveway Company SERVING OK OK",73025,EDMOND," OK",,,,,
